property_type,num_beds,size_sqft,floor_level,furnishing,lat,lng,subzone,planning_area,price,years_left,dist_from_changi_airport,dist_from_cbd,dist_from_nearest_mall,dist_from_nearest_sschool,dist_from_nearest_pschool,dist_from_nearest_comm,dist_from_nearest_mrt
hdb,3,1087,unknown,unspecified,1.28970785,103.8152854812608,alexandra hill,bukit merah,945000.0,78,20.68,4.08,1.14,0.47,0.42,1.24,0.16
condo,1,915,unknown,unspecified,1.3345877000000002,103.8098990277799,hillcrest,bukit timah,1365000.0,57,20.03,7.26,1.87,0.75,0.64,3.81,0.98
hdb,3,990,unknown,unspecified,1.3269579500000002,103.93576200668566,bedok north,bedok,556500.0,55,6.77,10.52,0.7,0.79,0.39,3.08,1.14
condo,3,1281,unknown,unspecified,1.31730585,103.83260746060152,nassim,tanglin,3570000.0,1002,17.91,4.25,1.13,0.47,0.32,1.24,0.79
condo,2,678,high,partial,1.3386555,103.86956677011077,woodleigh,toa payoh,1677900.0,98,13.4,6.38,0.79,0.72,0.74,1.43,0.15
condo,3,1862,mid,unspecified,1.3095826,103.800775,leedon park,bukit timah,5901200.0,999,21.55,6.31,0.63,0.78,1.09,1.24,0.57
condo,4,1163,unknown,unspecified,1.3997054,103.89091928493724,anchorvale,sengkang,1627500.0,94,11.81,13.53,0.96,1.04,0.54,2.64,1.02
condo,2,678,unknown,unspecified,1.28617715,103.83955002171584,pearl's hill,outram,1785000.0,102,18.36,1.35,0.39,0.27,1.15,1.62,0.66
condo,2,678,unknown,unfurnished,1.28617715,103.83955002171584,pearl's hill,outram,2156700.0,102,18.36,1.35,0.39,0.27,1.15,1.62,0.66
condo,2,1432,unknown,unspecified,1.30364895,103.82569707868404,tanglin,orchard,5972400.0,1001,19.07,3.6,0.24,1.43,1.38,2.67,0.24
hdb,3,1604,unknown,unspecified,1.35055615,103.73129847130429,yuhua west,jurong east,765300.0,62,28.63,15.27,2.0,0.27,1.08,1.86,0.92
condo,4,2842,unknown,unspecified,1.3088303,103.83013049275884,orange grove,newton,14422800.0,991,18.43,3.64,0.24,1.38,1.23,1.93,0.96
landed,6,8320,unknown,unspecified,1.3292661,103.81093081688778,hillcrest,bukit timah,16674000.0,979,20.0,6.74,2.18,0.74,0.53,3.43,0.58
condo,8,6600,unknown,unspecified,1.2665537,103.81519184203198,maritime square,bukit merah,11550000.0,81,21.75,4.47,0.58,1.4,1.3,2.61,0.72
hdb,3,1291,high,unfurnished,1.3409678,103.7474670086042,toh guan,jurong east,798000.0,75,26.88,13.18,0.71,0.74,0.75,1.44,0.92
hdb,3,1184,unknown,unspecified,1.3931066,103.8963174,sengkang town centre,sengkang,617400.0,78,10.98,13.06,0.19,0.57,0.24,2.06,0.18
hdb,4,1603,unknown,unspecified,1.3706771,103.96253685,pasir ris drive,pasir ris,787500.0,70,3.23,15.65,0.47,0.38,0.17,1.94,1.5
landed,5,7000,unknown,unspecified,1.3343598,103.78478469154,holland road,bukit timah,115500000.0,974,22.81,9.28,0.83,2.0,1.04,3.14,0.24
landed,6,7000,unknown,unspecified,1.3171727,103.922284,frankel,bedok,9333300.0,991,8.61,8.7,1.15,1.07,0.32,3.21,1.12
condo,3,1927,mid,partial,1.2962126500000002,103.82810758798588,chatsworth,tanglin,5932500.0,987,19.09,2.93,0.53,0.84,0.71,2.47,0.83
hdb,3,1087,mid,unfurnished,1.4374187,103.7974567,woodlands east,woodlands,540800.0,76,23.02,18.0,0.24,0.37,0.31,1.22,0.53
hdb,3,1290,unknown,unspecified,1.42847465,103.79387053905155,woodlands south,woodlands,628800.0,77,23.03,17.22,0.34,0.22,0.36,1.23,0.14
hdb,4,1517,mid,partial,1.43652515,103.80232658400462,woodlands east,woodlands,933300.0,76,22.48,17.74,0.43,0.22,0.47,1.76,0.47
condo,1,914,unknown,unfurnished,1.3076864,103.89941732859688,katong,marine parade,1134000.0,990,11.34,5.95,0.46,0.24,0.29,1.33,1.16
hdb,3,1571,unknown,unspecified,1.4416285,103.79262783151272,midview,woodlands,840000.0,73,23.69,18.63,0.25,0.16,0.34,0.87,0.81
hdb,4,1442,unknown,unspecified,1.4330258,103.8321353,yishun west,yishun,714000.0,62,19.3,16.63,0.7,0.41,0.11,4.65,0.51
hdb,2,721,high,partial,1.427695,103.84219012492916,yishun east,yishun,564900.0,90,18.03,15.93,0.66,0.73,0.25,3.4,0.82
condo,2,657,low,partial,1.3087662,103.8090654,ridout,tanglin,1876600.0,1000,20.68,5.46,1.55,1.08,1.34,2.13,0.98
condo,3,1690,unknown,unspecified,1.32592175,103.8465512,balestier,novena,2730000.0,974,16.18,4.67,0.14,0.85,0.23,0.74,0.68
condo,4,2034,unknown,unspecified,1.3304264,103.8114157,hillcrest,bukit timah,3990000.0,974,19.93,6.8,2.18,0.78,0.57,3.56,0.7
condo,4,2056,unknown,unfurnished,1.29410615,103.83673469533848,institution hill,river valley,7020300.0,1002,18.29,1.99,0.53,0.87,1.44,1.53,0.73
hdb,4,1571,unknown,unspecified,1.43790205,103.83695990417766,northland,yishun,876800.0,62,19.06,17.1,0.91,0.48,0.27,4.58,0.96
condo,3,1335,unknown,unspecified,1.41870295,103.84782621163892,lower seletar,yishun,1428000.0,93,17.05,14.91,0.73,0.44,0.85,2.35,1.66
condo,2,721,unknown,partial,1.3171376,103.75970123067364,faber,clementi,1509900.0,100,25.85,10.85,0.61,0.29,0.49,1.81,0.65
hdb,3,1238,unknown,unspecified,1.3365215,103.93798236744894,bedok reservoir,bedok,785400.0,77,6.08,11.25,1.49,0.36,0.44,2.01,0.64
hdb,3,1432,unknown,unspecified,1.3665444,103.8969803,kangkar,hougang,924000.0,60,10.23,10.45,0.5,0.55,0.73,1.13,0.73
condo,1,527,unknown,unspecified,1.29773195,103.8559134735316,bugis,downtown core,1632800.0,101,16.17,1.6,0.06,0.82,0.46,0.65,0.3
condo,2,646,unknown,unspecified,1.3136277,103.8831086,aljunied,geylang,1341300.0,1002,12.69,4.82,1.15,0.55,0.54,1.26,0.31
condo,2,872,unknown,unspecified,1.2739587,103.84363531310518,anson,downtown core,2295300.0,103,18.58,1.41,0.43,1.54,0.46,1.86,0.37
landed,5,7535,unknown,unspecified,1.3862854,103.9376076,pasir ris wafer fab park,pasir ris,9030000.0,954,6.49,14.83,0.99,2.33,1.17,0.96,1.96
condo,3,1227,unknown,unspecified,1.31730585,103.83260746060152,nassim,tanglin,3579200.0,1002,17.91,4.25,1.13,0.47,0.32,1.24,0.79
landed,5,5700,unknown,unspecified,1.3252825,103.7921575,holland road,bukit timah,8505000.0,81,22.14,8.03,1.44,1.27,1.27,2.09,0.81
landed,4,5990,unknown,unspecified,1.3862854,103.9376076,pasir ris wafer fab park,pasir ris,6300000.0,954,6.49,14.83,0.99,2.33,1.17,0.96,1.96
condo,2,829,unknown,unspecified,1.27190495,103.80777715243804,telok blangah drive,bukit merah,1911000.0,992,22.23,5.04,0.74,1.66,0.51,1.76,0.26
condo,5,1432,unknown,unspecified,1.4100292,103.8982902404396,punggol town centre,punggol,1680000.0,100,11.59,14.89,0.57,0.37,0.22,1.5,1.43
hdb,1,505,unknown,unspecified,1.4309351499999998,103.79780531581255,woodlands south,woodlands,367500.0,94,22.72,17.32,0.45,0.32,0.41,1.41,0.64
condo,2,1615,unknown,unspecified,1.31057,103.83189225803662,orange grove,newton,3360000.0,82,18.18,3.66,0.43,1.12,0.97,1.65,0.71
hdb,3,1302,unknown,unspecified,1.2892428,103.81554423916955,alexandra hill,bukit merah,892500.0,78,20.67,4.04,1.16,0.46,0.38,1.26,0.14
condo,4,1292,unknown,unspecified,1.3533168,103.7896255,central water catchment,central water catchment,3021900.0,101,22.13,10.31,1.72,2.86,2.25,5.18,2.05
condo,4,3240,unknown,unfurnished,1.2987726,103.895798,mountbatten,marine parade,8772800.0,999,12.19,5.2,0.82,0.89,0.89,2.16,1.32
condo,2,614,unknown,unspecified,1.3123637,103.80327091227252,farrer court,bukit timah,1680000.0,1000,21.21,6.22,0.91,1.1,1.09,1.61,0.72
condo,3,2174,unknown,unspecified,1.2426201,103.83682090290966,sentosa,southern islands,3307500.0,87,21.13,4.85,2.86,4.1,3.68,5.26,3.04
condo,1,560,unknown,unspecified,1.3027702,103.8694351,tanjong rhu,kallang,1737800.0,100,14.57,2.89,0.38,1.45,1.36,2.25,0.66
condo,3,1055,unknown,unspecified,1.3124025,103.84117158557598,moulmein,novena,2889600.0,100,17.14,3.35,0.6,0.99,0.76,0.88,0.35
hdb,3,1000,unknown,unspecified,1.4332343,103.8015285,woodlands east,woodlands,577500.0,94,22.42,17.42,0.78,0.33,0.44,1.72,0.82
condo,2,678,mid,partial,1.3526158,103.85088456895812,bishan east,bishan,1312500.0,93,15.32,7.59,0.33,0.47,0.59,0.35,0.24
condo,3,1313,mid,unspecified,1.3087813,103.86316466155785,lavender,kallang,2394000.0,84,14.95,3.04,0.19,1.76,0.85,2.0,0.16
condo,3,1130,unknown,unspecified,1.316643,103.85763,lavender,kallang,2248000.0,1000,15.25,3.68,0.61,0.92,0.58,1.63,0.5
hdb,3,1291,unknown,unspecified,1.37344055,103.88056228215012,trafalgar,hougang,593200.0,75,12.14,10.41,0.28,0.28,0.37,2.41,1.34
condo,4,1292,unknown,unspecified,1.3501789,103.9284450931913,tampines west,tampines,1554000.0,91,6.73,11.27,1.37,0.17,0.85,1.89,1.23
hdb,4,1571,unknown,partial,1.3923914,103.7443826,choa chu kang north,choa chu kang,824200.0,72,27.44,16.91,0.13,0.42,0.31,2.74,0.66
condo,3,1109,ground,partial,1.44002835,103.82774103667388,sembawang springs,sembawang,1659000.0,103,20.08,17.46,0.37,0.51,0.88,3.8,0.4
landed,4,3200,unknown,partial,1.32951085,103.76599463220242,sunset way,clementi,16590000.0,962,24.95,10.76,1.63,1.6,0.89,2.08,1.59
landed,4,5317,unknown,unspecified,1.3070708,103.8589189,lavender,kallang,6090000.0,987,15.46,2.69,0.47,1.4,0.4,1.55,0.43
condo,1,484,high,unspecified,1.3116278,103.79388546155636,holland drive,queenstown,1529700.0,102,22.24,7.1,0.18,1.32,1.23,0.71,0.29
condo,3,1249,unknown,unspecified,1.31466445,103.83108413127206,nassim,tanglin,4159000.0,999,18.15,4.09,0.88,0.79,0.63,1.49,0.81
condo,1,624,mid,unspecified,1.27340485,103.84558067317028,anson,downtown core,1354500.0,91,18.42,1.34,0.41,1.71,0.69,1.78,0.35
hdb,4,1442,unknown,unspecified,1.4330258,103.8321353,yishun west,yishun,714000.0,62,19.3,16.63,0.7,0.41,0.11,4.65,0.51
hdb,3,893,unknown,unspecified,1.29587985,103.80946052594598,margaret drive,queenstown,997500.0,93,21.06,4.86,0.93,0.51,0.18,1.09,0.4
landed,4,5989,unknown,unspecified,1.3862854,103.9376076,pasir ris wafer fab park,pasir ris,6510000.0,954,6.49,14.83,0.99,2.33,1.17,0.96,1.96
hdb,2,603,unknown,unspecified,1.308416,103.88739410787927,aljunied,geylang,357000.0,46,12.49,4.83,0.97,0.14,0.33,1.27,0.19
condo,2,990,low,partial,1.292384,103.824098,chatsworth,tanglin,2467500.0,986,19.66,3.19,0.76,0.25,0.12,2.26,0.76
condo,5,1475,unknown,unspecified,1.369097,103.833145230925,shangri-la,ang mo kio,3329600.0,103,17.33,9.64,1.46,0.29,0.58,2.62,0.46
hdb,2,721,unknown,unspecified,1.2779719,103.8307214,kampong tiong bahru,bukit merah,546000.0,58,19.64,2.4,1.0,0.91,0.47,2.82,1.0
condo,2,700,unknown,unspecified,1.28301625,103.83988698554164,pearl's hill,outram,1918400.0,100,18.48,1.29,0.33,0.47,0.8,1.68,0.31
hdb,3,1001,high,unspecified,1.27641495,103.81143909219794,telok blangah drive,bukit merah,944000.0,94,21.65,4.53,1.15,1.07,0.29,1.45,0.66
condo,2,570,unknown,unfurnished,1.310429,103.80282102340084,leedon park,bukit timah,1686600.0,1002,21.31,6.16,0.84,0.88,1.22,1.48,0.74
landed,4,4850,unknown,unfurnished,1.3307918,103.7577266,toh tuck,clementi,6037500.0,990,25.85,11.65,1.29,1.74,1.26,1.19,1.74
landed,6,7500,unknown,unspecified,1.3376913,103.7860849,swiss club,bukit timah,13545000.0,856,22.63,9.4,0.82,1.97,1.1,3.48,0.37
hdb,3,1216,unknown,partial,1.39714485,103.89542195317568,sengkang town centre,sengkang,724500.0,93,11.24,13.44,0.57,0.53,0.41,2.39,0.6
landed,5,7534,unknown,unspecified,1.3862854,103.9376076,pasir ris wafer fab park,pasir ris,9030000.0,954,6.49,14.83,0.99,2.33,1.17,0.96,1.96
landed,6,8364,unknown,unfurnished,1.3160951,103.7557331,west coast,clementi,3990000.0,915,26.3,11.23,1.0,0.69,0.39,1.6,1.06
landed,4,2293,unknown,unspecified,1.30062,103.892783,mountbatten,marine parade,7968300.0,1002,12.37,4.95,1.0,0.57,1.0,1.94,0.97
condo,3,1076,unknown,unfurnished,1.28617715,103.83955002171584,pearl's hill,outram,2568200.0,102,18.36,1.35,0.39,0.27,1.15,1.62,0.66
condo,5,1475,unknown,unfurnished,1.369097,103.833145230925,shangri-la,ang mo kio,3153200.0,103,17.33,9.64,1.46,0.29,0.58,2.62,0.46
condo,4,1259,unknown,unspecified,1.30320795,103.7890628474148,one north,queenstown,2593500.0,102,22.99,7.26,0.29,0.55,0.46,0.38,0.37
condo,4,1249,high,unfurnished,1.3321733999999998,103.72419457835264,taman jurong,jurong west,1785000.0,93,29.54,15.13,0.54,0.21,0.97,1.17,1.38
hdb,3,1107,unknown,unspecified,1.323632,103.9116591440186,kembangan,bedok,819000.0,66,9.34,8.01,1.96,1.07,0.8,2.11,0.32
landed,5,6437,unknown,unspecified,1.3726929499999998,103.7699175716839,dairy farm,bukit panjang,9816300.0,979,24.38,13.37,0.98,0.52,0.1,5.17,0.69
condo,5,1690,unknown,unspecified,1.39704825,103.89393329199906,anchorvale,sengkang,2612400.0,94,11.39,13.37,0.57,0.69,0.52,2.53,0.62
condo,2,764,unknown,unfurnished,1.31730585,103.83260746060152,nassim,tanglin,2368900.0,1002,17.91,4.25,1.13,0.47,0.32,1.24,0.79
landed,4,2200,unknown,unspecified,1.3440924,103.8828008,tai seng,hougang,3349500.0,940,11.85,7.51,1.15,0.38,0.64,1.41,0.34
landed,4,4717,unknown,unspecified,1.30062,103.892783,mountbatten,marine parade,8059800.0,1002,12.37,4.95,1.0,0.57,1.0,1.94,0.97
hdb,2,1346,unknown,unspecified,1.3312865500000002,103.8552540361016,kim keat,toa payoh,819000.0,66,15.11,5.25,0.75,0.95,0.67,0.8,0.88
hdb,3,1184,unknown,unspecified,1.3909882,103.88917682361112,anchorvale,sengkang,645800.0,80,11.65,12.56,0.65,0.17,0.21,2.25,0.71
condo,2,904,unknown,unspecified,1.315398,103.9065121,frankel,bedok,1498400.0,999,10.24,7.05,1.14,1.29,0.56,1.48,0.61
hdb,4,1302,unknown,unspecified,1.3498252000000002,103.71120183776225,boon lay place,jurong west,827400.0,95,30.87,17.23,0.42,0.66,0.43,1.85,1.25
condo,3,1711,unknown,unspecified,1.3027702,103.8694351,tanjong rhu,kallang,4494000.0,100,14.57,2.89,0.38,1.45,1.36,2.25,0.66
condo,4,1432,unknown,unspecified,1.3596434,103.94125902541528,tampines east,tampines,1879500.0,93,5.26,13.04,0.71,0.98,0.51,0.84,1.54
condo,3,1336,unknown,unspecified,1.3851905,103.8776074,trafalgar,hougang,1417500.0,78,12.71,11.57,0.52,0.63,0.65,1.98,1.75
condo,4,1206,unknown,unspecified,1.38880665,103.8696866241516,fernvale,sengkang,1470000.0,101,13.66,11.77,0.15,0.97,0.52,1.01,2.69
condo,2,893,high,fully,1.3524637,103.851786788895,bishan east,bishan,1772400.0,92,15.22,7.58,0.4,0.37,0.51,0.44,0.32
condo,3,1055,unknown,partial,1.310429,103.80282102340084,leedon park,bukit timah,2520000.0,1002,21.31,6.16,0.84,0.88,1.22,1.48,0.74
landed,5,5069,unknown,unfurnished,1.3197815,103.908881,kembangan,bedok,6174000.0,961,9.79,7.52,1.65,1.17,0.75,1.72,0.47
hdb,2,721,unknown,unspecified,1.33307155,103.85716366964792,kim keat,toa payoh,357000.0,48,14.86,5.47,0.97,1.0,0.49,1.0,1.08
condo,2,570,unknown,unspecified,1.310429,103.80282102340084,leedon park,bukit timah,1722900.0,1002,21.31,6.16,0.84,0.88,1.22,1.48,0.74
landed,5,2000,unknown,unspecified,1.4275926,103.7773106,woodgrove,woodlands,3675000.0,79,24.74,17.9,0.71,0.35,0.36,1.44,0.65
landed,5,4180,unknown,unspecified,1.3015062,103.8261915,one tree hill,river valley,8788500.0,979,19.09,3.42,0.45,1.29,1.15,2.75,0.28
landed,6,4800,unknown,unspecified,1.3572264,103.8603044,serangoon garden,serangoon,5754000.0,956,14.26,8.16,1.05,0.94,0.41,1.49,0.81
hdb,3,1184,low,unspecified,1.3101547,103.8836717,aljunied,geylang,735000.0,75,12.79,4.61,1.18,0.48,0.52,1.41,0.46
condo,1,463,unknown,unspecified,1.3159611,103.836848,moulmein,novena,1461600.0,1000,17.49,3.9,0.77,0.43,0.37,0.86,0.42
condo,3,2164,high,partial,1.23962095,103.83771301051394,sentosa,southern islands,5029500.0,88,21.25,5.13,3.19,4.44,4.01,5.54,3.37
condo,4,1378,unknown,unspecified,1.3113226999999998,103.85247580094573,kampong java,kallang,2940000.0,103,15.97,3.03,0.4,1.36,0.21,1.39,0.32
condo,2,1313,unknown,unspecified,1.315398,103.9065121,frankel,bedok,1980600.0,999,10.24,7.05,1.14,1.29,0.56,1.48,0.61
condo,3,915,unknown,unfurnished,1.3443339,103.8786904,upper paya lebar,serangoon,2226000.0,999,12.3,7.33,0.99,0.34,0.34,1.04,0.26
condo,2,818,unknown,unspecified,1.3027702,103.8694351,tanjong rhu,kallang,2402400.0,100,14.57,2.89,0.38,1.45,1.36,2.25,0.66
hdb,2,720,high,partial,1.3651411,103.84172788267786,shangri-la,ang mo kio,396900.0,53,16.35,9.04,0.88,0.29,0.51,1.74,0.9
condo,3,1550,unknown,unspecified,1.3591636,103.96566590988826,flora drive,pasir ris,1680000.0,981,2.54,15.19,0.87,0.56,0.81,1.98,1.27
condo,2,614,unknown,partial,1.3533168,103.7896255,central water catchment,central water catchment,1449000.0,101,22.13,10.31,1.72,2.86,2.25,5.18,2.05
condo,1,527,high,fully,1.29856205,103.76456033459422,clementi west,clementi,882000.0,93,25.76,9.81,0.58,0.29,1.79,1.31,1.83
hdb,2,882,low,unspecified,1.37987235,103.8359748128836,yio chu kang west,ang mo kio,428400.0,57,17.15,10.75,1.42,0.66,0.66,3.26,0.62
condo,3,1249,high,unspecified,1.4446778,103.8311689,sembawang east,sembawang,1533000.0,103,19.98,17.92,0.18,0.96,1.12,3.89,0.24
condo,3,861,unknown,unspecified,1.2907372,103.81807876293578,redhill,bukit merah,1825800.0,93,20.35,3.79,1.14,0.41,0.63,1.57,0.19
hdb,4,1571,unknown,unspecified,1.3877522,103.7694179,saujana,bukit panjang,840000.0,66,24.61,14.67,0.45,0.5,0.28,3.65,1.29
hdb,4,1345,unknown,unspecified,1.4027297,103.7502941,yew tee,choa chu kang,630000.0,76,26.97,17.3,0.61,0.58,0.39,1.47,0.66
condo,3,850,unknown,unspecified,1.3745655499999998,103.90339457083743,kangkar,hougang,1312500.0,95,9.65,11.57,1.09,0.15,0.65,0.17,1.28
condo,3,936,unknown,unspecified,1.3260123,103.8500626,balestier,novena,2130400.0,1001,15.79,4.66,0.42,1.09,0.62,0.76,0.79
condo,4,1281,high,unspecified,1.3907092,103.91261470360703,punggol field,punggol,1659000.0,92,9.2,13.63,0.39,0.78,0.61,2.06,1.91
condo,3,1657,high,partial,1.3693479,103.7643824,gombak,bukit batok,2887500.0,969,24.97,13.53,0.66,0.23,0.53,4.96,0.05
condo,4,1302,unknown,unspecified,1.3005809,103.89939364290174,marine parade,marine parade,3299100.0,1001,11.75,5.64,0.41,0.89,0.54,2.05,1.45
landed,4,5990,unknown,partial,1.3862854,103.9376076,pasir ris wafer fab park,pasir ris,6510000.0,954,6.49,14.83,0.99,2.33,1.17,0.96,1.96
condo,4,1518,unknown,unspecified,1.310545,103.85748141616364,lavender,kallang,3140900.0,986,15.48,3.02,0.13,1.55,0.74,1.79,0.42
condo,2,786,unknown,unspecified,1.31730585,103.83260746060152,nassim,tanglin,2382200.0,1002,17.91,4.25,1.13,0.47,0.32,1.24,0.79
hdb,3,1001,unknown,unspecified,1.4029169,103.9000407488618,matilda,punggol,682500.0,91,11.05,14.22,0.47,0.39,0.2,1.59,1.34
hdb,3,980,mid,unfurnished,1.3518667,103.94711710194164,tampines east,tampines,577500.0,61,4.64,13.03,0.28,0.35,0.4,0.26,0.96
hdb,3,969,unknown,unspecified,1.4332343,103.8015285,woodlands east,woodlands,524000.0,75,22.42,17.42,0.78,0.33,0.44,1.72,0.82
condo,4,1572,unknown,unspecified,1.31466445,103.83108413127206,nassim,tanglin,4989600.0,999,18.15,4.09,0.88,0.79,0.63,1.49,0.81
condo,1,463,unknown,unfurnished,1.3159611,103.836848,moulmein,novena,1471000.0,1000,17.49,3.9,0.77,0.43,0.37,0.86,0.42
hdb,3,1313,unknown,unspecified,1.3469392999999998,103.95417729200328,simei,tampines,651000.0,65,3.99,13.39,0.52,0.73,0.54,1.21,0.42
condo,2,1163,unknown,unspecified,1.3260123,103.8500626,balestier,novena,2709000.0,1001,15.79,4.66,0.42,1.09,0.62,0.76,0.79
hdb,3,1184,unknown,unspecified,1.3989492,103.90817881488292,punggol field,punggol,607800.0,80,10.04,14.2,0.69,0.38,0.17,1.42,1.62
condo,3,1539,unknown,partial,1.3157213,103.84160862206242,moulmein,novena,3150000.0,993,16.99,3.68,0.28,0.76,0.49,0.51,0.55
condo,3,1776,unknown,unspecified,1.30348325,103.82468956573264,tanglin,orchard,6806500.0,994,19.18,3.68,0.17,1.34,1.35,2.77,0.15
hdb,3,1130,unknown,unspecified,1.3359166999999998,103.9369443776042,bedok reservoir,bedok,651000.0,77,6.21,11.11,1.36,0.24,0.41,2.12,0.53
condo,1,527,unknown,unspecified,1.304855,103.77377633404797,dover,queenstown,1408000.0,100,24.59,8.95,0.87,0.56,1.39,0.84,0.9
condo,3,936,unknown,unspecified,1.310429,103.80282102340084,leedon park,bukit timah,2551500.0,1002,21.31,6.16,0.84,0.88,1.22,1.48,0.74
condo,3,1055,unknown,unspecified,1.35258045,103.83922542690792,upper thomson,bishan,2887500.0,100,16.62,7.71,0.96,0.5,1.3,1.02,0.43
hdb,3,1065,high,partial,1.31027885,103.77076171925694,clementi woods,clementi,1016400.0,90,24.79,9.44,0.67,0.27,0.74,1.46,0.82
condo,1,440,unknown,unspecified,1.2739587,103.84363531310518,anson,downtown core,1131900.0,103,18.58,1.41,0.43,1.54,0.46,1.86,0.37
landed,5,5000,unknown,unspecified,1.3204729,103.9114616,kembangan,bedok,6182400.0,970,9.5,7.8,1.83,1.27,0.7,2.02,0.18
hdb,3,894,unknown,unspecified,1.3190212,103.94556927893726,bedok south,bedok,525000.0,62,6.4,11.17,1.93,0.39,0.18,2.81,0.91
condo,2,1119,high,partial,1.2944632,103.84035048155911,institution hill,river valley,2572500.0,975,17.9,1.7,0.6,0.97,1.31,1.12,0.49
condo,3,1216,low,partial,1.4009397,103.89726215543872,matilda,punggol,1627500.0,93,11.23,13.91,0.82,0.57,0.18,1.97,1.04
condo,3,893,unknown,partial,1.316643,103.85763,lavender,kallang,1982400.0,1000,15.25,3.68,0.61,0.92,0.58,1.63,0.5
hdb,2,720,unknown,unspecified,1.3676957,103.85422938005831,chong boon,ang mo kio,367500.0,56,14.98,9.27,0.68,0.26,0.45,1.98,0.58
condo,3,1076,ground,unfurnished,1.4349279,103.8452818,yishun east,yishun,1371300.0,104,18.09,16.71,1.25,0.52,0.79,3.7,1.29
condo,4,1496,unknown,unspecified,1.3123637,103.80327091227252,farrer court,bukit timah,4623200.0,1000,21.21,6.22,0.91,1.1,1.09,1.61,0.72
hdb,3,980,unknown,unspecified,1.2921536,103.826064,bukit ho swee,bukit merah,734000.0,62,19.47,2.97,0.66,0.36,0.24,2.47,0.67
condo,4,1378,unknown,unspecified,1.3159611,103.836848,moulmein,novena,4147500.0,1000,17.49,3.9,0.77,0.43,0.37,0.86,0.42
hdb,3,1000,low,partial,1.3705693,103.85481250019537,cheng san,ang mo kio,530200.0,56,14.94,9.59,0.73,0.52,0.4,2.3,0.59
condo,2,797,unknown,unfurnished,1.2937442,103.8466319,fort canning,museum,1930400.0,1002,17.29,1.21,0.4,0.69,0.7,0.48,0.29
condo,2,1334,ground,unfurnished,1.31358225,103.8050177827978,tyersall,tanglin,2415000.0,981,20.99,6.12,1.13,0.92,0.88,1.84,0.5
condo,4,1302,unknown,unspecified,1.3005809,103.89939364290174,marine parade,marine parade,3299100.0,1001,11.75,5.64,0.41,0.89,0.54,2.05,1.45
hdb,3,990,unknown,unspecified,1.41090365,103.9013029230459,punggol town centre,punggol,682500.0,92,11.35,15.1,0.48,0.66,0.25,1.16,1.08
hdb,4,1517,mid,unspecified,1.3812323,103.75660538310834,teck whye,choa chu kang,766500.0,75,25.94,15.07,0.41,0.26,0.14,3.86,0.54
landed,5,4000,unknown,unfurnished,1.35023625,103.99750965751522,changi airport,changi,12600000.0,954,1.29,17.83,1.41,4.12,3.97,2.09,1.34
condo,4,2078,ground,unspecified,1.30397875,103.82269161887947,chatsworth,tanglin,6667500.0,982,19.38,3.89,0.16,1.25,1.41,2.74,0.22
